job_id,job_title,sector,district,industrial_cluster,required_micro_skills,nsqf_level,proficiency_level,experience_required_years,min_salary,max_salary,posting_source,demand_trend
CA816B95,Fitter (Industrial),Engineering,Mumbai,BKC,assembly & fitting; thread cutting; bench work; measurement tools; blueprint reading,3,L2,7.6,15280,25651,Indeed,Stable
515E7FD8,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Dhule,Dhule MIDC,FANUC/KUKA commissioning; pneumatic systems; servo motor calibration; safety PLCs,5,L2,1.8,23161,48528,apna.co,Emerging
D00AE667,Data Entry Operator,IT/BPO,Mumbai,Thane-Wagle,MS Office; basic internet; typing speed 40wpm,2,L1,3.8,9750,14909,NCS Portal,Declining
8F765A94,EV Battery Assembly Technician,Electric Vehicles,Pune,Pimpri-Chinchwad,DC bus wiring; spot welding; BMS calibration; thermal management; EV safety protocols; Li-ion cell handling,4,L1,0.8,23012,40776,Naukri.com,Emerging
6E8339C2,EV Battery Assembly Technician,Electric Vehicles,Palghar,Boisar,Li-ion cell handling; EV safety protocols; spot welding; DC bus wiring,4,L2,2.2,18081,33270,Times Jobs,Emerging
9CD1F43E,AC & Refrigeration Technician,HVAC,Mumbai,Andheri-MIDC,electrical troubleshooting; gas charging; AMC documentation; VRF systems; BMS controls; refrigerant handling,4,L1,1.2,16561,32479,Times Jobs,Stable
D8013518,AI-assisted Quality Inspector,Advanced Manufacturing,Nagpur,Butibori,defect classification; computer vision basics; SPC analysis; Python/ML awareness; CMM operation,5,L2,5.0,26766,44691,Indeed,Emerging
1F7BE8BD,Plumber,Construction,Nashik,Satpur,pipe fitting; pressure testing; plumbing drawings; water treatment basics; sanitary installation,3,L1,3.9,12853,21506,NCS Portal,Stable
54E6C94C,Welder (MIG/TIG/Arc),Engineering,Pune,Talegaon,MIG welding; weld inspection; SMAW; TIG welding,3,L3,4.2,15262,28939,Times Jobs,Stable
E887288A,Plumber,Construction,Yavatmal,Yavatmal MIDC,plumbing drawings; sanitary installation; pressure testing,3,L2,3.4,10079,18961,NCS Portal,Stable
B7DCEB1A,Fitter (Industrial),Engineering,Thane,Murbad,bench work; blueprint reading; surface finishing,3,L2,3.7,14482,26518,Indeed,Stable
922734B9,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Nashik,Sinnar,PLC programming; pneumatic systems; FANUC/KUKA commissioning,5,L3,1.8,25697,49961,apna.co,Emerging
D056DC64,Welder (MIG/TIG/Arc),Engineering,Nagpur,Butibori,SMAW; PPE compliance; distortion control; weld inspection; TIG welding; MIG welding,3,L1,3.2,13720,26012,apna.co,Stable
97F00600,Solar PV Installation Technician,Renewable Energy,Osmanabad,Osmanabad MIDC,net metering; rooftop module mounting; shadow analysis; earthing & bonding; DC cabling,4,L2,0.8,13063,26101,Mahaswayam,Emerging
517DE1E8,Industrial IoT Technician,Industry 4.0,Thane,Bhiwandi,Python scripting; sensor calibration; edge computing,5,L1,3.1,30022,61054,Naukri.com,Emerging
F136EF0E,EV Battery Assembly Technician,Electric Vehicles,Nashik,Ambad,BMS calibration; thermal management; EV safety protocols,4,L1,1.7,20517,39056,Indeed,Emerging
3938D3B4,Welder (MIG/TIG/Arc),Engineering,Thane,Murbad,MIG welding; distortion control; TIG welding; PPE compliance,3,L2,4.5,14825,28043,LinkedIn,Stable
FABC990D,Solar PV Installation Technician,Renewable Energy,Nashik,Ambad,net metering; shadow analysis; DC cabling; string inverter commissioning; earthing & bonding,4,L2,1.9,15469,30755,Mahaswayam,Emerging
54A3AF9B,AC & Refrigeration Technician,HVAC,Pune,Pimpri-Chinchwad,VRF systems; refrigerant handling; electrical troubleshooting,4,L1,2.9,16293,31275,Indeed,Stable
3454B0B9,Electrician (Industrial),Electrical,Thane,Murbad,safety regulations; PLC basics; motor winding; earthing; electrical drawings; panel wiring,3,L2,3.4,14240,27986,LinkedIn,Stable
28DAF19C,Offset Printer Operator,Printing & Packaging,Yavatmal,Yavatmal MIDC,offset press operation; plate burning; ink mixing; color registration,3,L2,2.2,7947,14647,apna.co,Declining
B99C7BF3,EV Battery Assembly Technician,Electric Vehicles,Palghar,Manor,spot welding; thermal management; BMS calibration; EV safety protocols,4,L2,1.3,18748,36193,Mahaswayam,Emerging
15E9B85E,CNC/VMC Operator,Precision Engineering,Nashik,Ambad,CAD/CAM basics; G-code programming; tool offsets; tolerance measurement; Fanuc CNC controls,4,L3,1.6,17400,33671,NCS Portal,Stable
32404E48,Drone Pilot / UAV Technician,AgriTech / Surveillance,Sangli,Kupwad,drone maintenance; payload operations; geofencing; DGCA certification; flight planning; GPS calibration,4,L3,2.9,17680,35658,Mahaswayam,Emerging
33A9F3DC,Cold-Chain Logistics Coordinator,Logistics & Supply Chain,Raigad,Patalganga,temperature monitoring; inventory management; WMS software,4,L3,0.3,15122,28582,Company Website,Emerging
334A8A8C,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Pune,Chakan,FANUC/KUKA commissioning; robot teach pendant; PLC programming; safety PLCs,5,L1,4.4,29362,59504,Indeed,Emerging
823B151D,Drone Pilot / UAV Technician,AgriTech / Surveillance,Pune,Pimpri-Chinchwad,payload operations; DGCA certification; GPS calibration; geofencing,4,L1,0.4,21689,47308,LinkedIn,Emerging
F52AD88F,Electrician (Industrial),Electrical,Nashik,Sinnar,PLC basics; electrical drawings; panel wiring; motor winding; earthing,3,L2,1.6,12606,25574,Naukri.com,Stable
AD438EE2,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Nashik,Ambad,PLC programming; servo motor calibration; robot teach pendant; FANUC/KUKA commissioning,5,L3,3.4,25960,51200,Naukri.com,Emerging
B4AEAE7F,Health & Safety Officer (Factory),Industrial Safety,Thane,Murbad,MSDS interpretation; fire drill coordination; statutory compliance; accident investigation; permit-to-work,5,L2,3.9,25782,46087,Indeed,Stable
A566436B,CNC/VMC Operator,Precision Engineering,Nashik,Ambad,tool offsets; CAD/CAM basics; tolerance measurement; Fanuc CNC controls; quality inspection; G-code programming,4,L1,3.5,16804,33462,Mahaswayam,Stable
190B4017,Manual Draftsman (Drawing Board),Engineering,Solapur,Chincholi,2D blueprint reading; manual drawing board; T-square drafting; basic AutoCAD,3,L2,1.1,9550,15744,Naukri.com,Declining
869EC91E,Fitter (Industrial),Engineering,Mumbai,BKC,blueprint reading; assembly & fitting; surface finishing; measurement tools,3,L1,0.3,14957,26268,Company Website,Stable
836038E4,Cold-Chain Logistics Coordinator,Logistics & Supply Chain,Pune,Ranjangaon,reefer truck ops; inventory management; route optimization,4,L3,2.5,19436,34628,Company Website,Emerging
99531BA1,Industrial IoT Technician,Industry 4.0,Mumbai,Andheri-MIDC,sensor calibration; Python scripting; cloud dashboards,5,L1,2.4,31254,59833,Indeed,Emerging
C2BB43A6,Electrician (Industrial),Electrical,Aurangabad,Waluj,motor winding; panel wiring; earthing; safety regulations; electrical drawings; PLC basics,3,L2,3.6,13117,25828,Indeed,Stable
487729A2,Plumber,Construction,Satara,Karad,pressure testing; sanitary installation; plumbing drawings; pipe fitting; water treatment basics,3,L3,3.1,10718,19859,Company Website,Stable
607D7D15,AC & Refrigeration Technician,HVAC,Mumbai,Andheri-MIDC,electrical troubleshooting; VRF systems; refrigerant handling; BMS controls,4,L2,4.8,17568,31179,apna.co,Stable
6700AF9C,Industrial IoT Technician,Industry 4.0,Pune,Pimpri-Chinchwad,MQTT protocol; sensor calibration; OPC-UA; Python scripting; cloud dashboards,5,L1,3.2,31788,59238,NCS Portal,Emerging
E5762EBE,Fitter (Industrial),Engineering,Nashik,Ambad,blueprint reading; assembly & fitting; measurement tools,3,L2,6.7,13567,24221,apna.co,Stable
313182B6,Drone Pilot / UAV Technician,AgriTech / Surveillance,Pune,Talegaon,flight planning; drone maintenance; geofencing,4,L1,1.6,21222,46426,LinkedIn,Emerging
A126DC66,Cold-Chain Logistics Coordinator,Logistics & Supply Chain,Pune,Talegaon,reefer truck ops; FSSAI cold-chain norms; inventory management,4,L2,0.9,18158,36844,Naukri.com,Emerging
FCD12EA9,Industrial IoT Technician,Industry 4.0,Nashik,Satpur,sensor calibration; OPC-UA; Python scripting; cloud dashboards; MQTT protocol,5,L2,3.0,28274,55818,NCS Portal,Emerging
356AA41D,AC & Refrigeration Technician,HVAC,Mumbai,Thane-Wagle,BMS controls; AMC documentation; electrical troubleshooting; gas charging,4,L1,4.8,16828,33891,NCS Portal,Stable
D765DF79,EV Battery Assembly Technician,Electric Vehicles,Amravati,Amravati MIDC,EV safety protocols; spot welding; thermal management,4,L1,0.9,19619,33433,NCS Portal,Emerging
6B7474FF,Electrician (Industrial),Electrical,Chandrapur,Ballarpur,safety regulations; panel wiring; earthing; electrical drawings; PLC basics; motor winding,3,L2,5.9,10728,20982,LinkedIn,Stable
EE4C809A,Fitter (Industrial),Engineering,Solapur,Hotgi,blueprint reading; measurement tools; bench work; thread cutting; assembly & fitting; surface finishing,3,L1,3.7,13490,22878,Indeed,Stable
E1D571A3,Industrial IoT Technician,Industry 4.0,Pune,Ranjangaon,edge computing; MQTT protocol; Python scripting; OPC-UA; sensor calibration,5,L1,2.1,30732,60902,Indeed,Emerging
43BB19EF,Solar PV Installation Technician,Renewable Energy,Nashik,Ambad,DC cabling; shadow analysis; rooftop module mounting; earthing & bonding; net metering,4,L3,1.5,14696,30942,Mahaswayam,Emerging
B3F7CDDF,EV Battery Assembly Technician,Electric Vehicles,Nashik,Sinnar,thermal management; DC bus wiring; spot welding,4,L1,2.4,21282,39062,Indeed,Emerging
0AC28BF1,EV Battery Assembly Technician,Electric Vehicles,Mumbai,Thane-Wagle,thermal management; EV safety protocols; BMS calibration; DC bus wiring; Li-ion cell handling,4,L2,2.9,22324,44050,Company Website,Emerging
0CA257A3,Fitter (Industrial),Engineering,Mumbai,Andheri-MIDC,assembly & fitting; measurement tools; thread cutting; bench work; surface finishing; blueprint reading,3,L2,2.2,14562,25960,Mahaswayam,Stable
62A25816,AC & Refrigeration Technician,HVAC,Mumbai,Andheri-MIDC,refrigerant handling; VRF systems; gas charging; BMS controls,4,L1,5.9,17226,33836,Naukri.com,Stable
5712A36B,Welder (MIG/TIG/Arc),Engineering,Raigad,Patalganga,weld inspection; distortion control; MIG welding; TIG welding; SMAW; PPE compliance,3,L2,3.4,12423,24548,Company Website,Stable
1D1BABA1,Turnerr / Machinist,Precision Engineering,Kolhapur,Shiroli,coolant management; lathe operation; boring & drilling,3,L1,4.0,13690,23376,NCS Portal,Stable
4B2528A8,Fitter (Industrial),Engineering,Thane,Bhiwandi,surface finishing; blueprint reading; bench work; thread cutting; measurement tools; assembly & fitting,3,L2,2.4,15084,26712,Indeed,Stable
9DF7AC0B,Drone Pilot / UAV Technician,AgriTech / Surveillance,Palghar,Boisar,payload operations; drone maintenance; DGCA certification; geofencing,4,L1,1.5,17539,38471,Indeed,Emerging
E8F34BD5,CNC/VMC Operator,Precision Engineering,Nagpur,Butibori,CAD/CAM basics; quality inspection; tool offsets; G-code programming; Fanuc CNC controls; tolerance measurement,4,L2,3.9,16525,35541,Company Website,Stable
04069111,Plumber,Construction,Kolhapur,Kagal,water treatment basics; pressure testing; sanitary installation; plumbing drawings,3,L2,3.2,12350,23117,apna.co,Stable
27CF119D,Data Entry Operator,IT/BPO,Pune,Chakan,tally basics; basic internet; typing speed 40wpm,2,L2,3.1,9545,15084,Indeed,Declining
EF253C67,Drone Pilot / UAV Technician,AgriTech / Surveillance,Solapur,Chincholi,DGCA certification; GPS calibration; flight planning; geofencing; payload operations; drone maintenance,4,L2,3.0,19248,43003,Company Website,Emerging
79C38398,EV Battery Assembly Technician,Electric Vehicles,Latur,Udgir,spot welding; thermal management; BMS calibration; Li-ion cell handling,4,L3,2.6,17630,32469,NCS Portal,Emerging
0ABA4B45,Manual Draftsman (Drawing Board),Engineering,Nandurbar,Nandurbar MIDC,basic AutoCAD; manual drawing board; T-square drafting; 2D blueprint reading,3,L1,0.3,7635,12750,apna.co,Declining
2569885D,Stenographer / Shorthand Typist,Administration,Aurangabad,Waluj,filing systems; MS Word; Pitman shorthand,2,L3,2.6,8718,13638,Mahaswayam,Declining
FEAB2B01,Plumber,Construction,Amravati,Amravati MIDC,plumbing drawings; pipe fitting; pressure testing; water treatment basics,3,L1,5.2,11724,21113,NCS Portal,Stable
398FE4FD,AI-assisted Quality Inspector,Advanced Manufacturing,Thane,Dombivli-MIDC,SPC analysis; computer vision basics; defect classification; Python/ML awareness; image annotation; CMM operation,5,L3,2.6,28163,52476,apna.co,Emerging
2B265888,Cold-Chain Logistics Coordinator,Logistics & Supply Chain,Pune,Pimpri-Chinchwad,inventory management; WMS software; reefer truck ops,4,L1,0.8,19629,36176,Times Jobs,Emerging
3ADAD125,Industrial IoT Technician,Industry 4.0,Thane,Dombivli-MIDC,OPC-UA; Python scripting; edge computing; MQTT protocol,5,L2,2.7,32865,60612,LinkedIn,Emerging
523AA397,Health & Safety Officer (Factory),Industrial Safety,Aurangabad,Shendra-AURIC,MSDS interpretation; statutory compliance; accident investigation; fire drill coordination; permit-to-work,5,L2,4.9,23148,42996,Indeed,Stable
47C2FD85,Solar PV Installation Technician,Renewable Energy,Ahmednagar,Rahuri,DC cabling; shadow analysis; rooftop module mounting; net metering; string inverter commissioning; earthing & bonding,4,L1,1.8,13740,26437,Company Website,Emerging
D8E035F8,Cold-Chain Logistics Coordinator,Logistics & Supply Chain,Kolhapur,Kagal,FSSAI cold-chain norms; reefer truck ops; WMS software,4,L2,1.9,17187,31498,LinkedIn,Emerging
34A9A43B,CNC/VMC Operator,Precision Engineering,Pune,Pimpri-Chinchwad,tolerance measurement; CAD/CAM basics; Fanuc CNC controls,4,L3,2.3,18730,38043,LinkedIn,Stable
5FE756C0,Cold-Chain Logistics Coordinator,Logistics & Supply Chain,Pune,Ranjangaon,temperature monitoring; inventory management; reefer truck ops,4,L3,1.1,19039,34475,LinkedIn,Emerging
934159B0,Solar PV Installation Technician,Renewable Energy,Sangli,Miraj,shadow analysis; earthing & bonding; string inverter commissioning; net metering; DC cabling,4,L1,2.2,13587,28654,Naukri.com,Emerging
5E262F63,Data Entry Operator,IT/BPO,Pune,Chakan,tally basics; MS Office; basic internet; typing speed 40wpm,2,L2,1.0,9212,14866,Naukri.com,Declining
B4B5DF91,CNC/VMC Operator,Precision Engineering,Pune,Talegaon,tool offsets; CAD/CAM basics; G-code programming; tolerance measurement; Fanuc CNC controls; quality inspection,4,L1,2.7,18404,36409,NCS Portal,Stable
4F32C624,AC & Refrigeration Technician,HVAC,Nagpur,Butibori,gas charging; BMS controls; electrical troubleshooting; AMC documentation,4,L2,3.6,14915,29207,Times Jobs,Stable
75C33680,Manual Draftsman (Drawing Board),Engineering,Thane,Murbad,basic AutoCAD; manual drawing board; 2D blueprint reading; T-square drafting,3,L2,1.4,10254,16898,Mahaswayam,Declining
32496BC1,Industrial IoT Technician,Industry 4.0,Aurangabad,Waluj,sensor calibration; edge computing; OPC-UA,5,L2,3.3,27732,53187,LinkedIn,Emerging
5962D085,AC & Refrigeration Technician,HVAC,Mumbai,Thane-Wagle,BMS controls; refrigerant handling; AMC documentation; electrical troubleshooting; VRF systems,4,L2,4.6,16625,31910,LinkedIn,Stable
CDA716A4,Plumber,Construction,Jalgaon,Jalgaon MIDC,pressure testing; water treatment basics; plumbing drawings; sanitary installation; pipe fitting,3,L3,5.7,10981,20521,Times Jobs,Stable
5335E258,AI-assisted Quality Inspector,Advanced Manufacturing,Thane,Bhiwandi,SPC analysis; CMM operation; Python/ML awareness; defect classification; image annotation,5,L3,3.9,29254,52233,Indeed,Emerging
1CB6C4E5,EV Battery Assembly Technician,Electric Vehicles,Pune,Talegaon,DC bus wiring; BMS calibration; EV safety protocols,4,L2,2.9,23448,41646,Times Jobs,Emerging
60D046C3,Solar PV Installation Technician,Renewable Energy,Solapur,Hotgi,shadow analysis; net metering; DC cabling; rooftop module mounting,4,L2,1.7,15183,29684,Naukri.com,Emerging
69C4DFCF,EV Battery Assembly Technician,Electric Vehicles,Palghar,Manor,DC bus wiring; spot welding; BMS calibration; EV safety protocols; thermal management; Li-ion cell handling,4,L3,2.9,19254,35134,Naukri.com,Emerging
DCD73B97,EV Battery Assembly Technician,Electric Vehicles,Aurangabad,Shendra-AURIC,thermal management; spot welding; BMS calibration,4,L1,0.3,21691,37614,apna.co,Emerging
352289C7,Welder (MIG/TIG/Arc),Engineering,Nagpur,MIDC Nagpur,distortion control; PPE compliance; SMAW; weld inspection; MIG welding,3,L2,2.0,12780,26095,apna.co,Stable
F9DB24B4,Plumber,Construction,Pune,Ranjangaon,water treatment basics; sanitary installation; pressure testing; plumbing drawings,3,L1,4.5,13739,25226,Company Website,Stable
5BFEF232,CNC/VMC Operator,Precision Engineering,Mumbai,Thane-Wagle,quality inspection; tolerance measurement; CAD/CAM basics; G-code programming; tool offsets; Fanuc CNC controls,4,L1,0.1,19531,39820,Mahaswayam,Stable
8622ED09,Fitter (Industrial),Engineering,Bhandara,Bhandara MIDC,thread cutting; bench work; surface finishing,3,L2,4.6,11507,20057,apna.co,Stable
17C46977,AC & Refrigeration Technician,HVAC,Pune,Talegaon,gas charging; electrical troubleshooting; BMS controls; AMC documentation; VRF systems; refrigerant handling,4,L2,6.0,17249,33263,Naukri.com,Stable
20C29CB4,CNC/VMC Operator,Precision Engineering,Kolhapur,Kagal,quality inspection; CAD/CAM basics; tool offsets,4,L3,3.7,17799,35236,Mahaswayam,Stable
2654BAAD,Welder (MIG/TIG/Arc),Engineering,Nashik,Ambad,distortion control; SMAW; weld inspection; PPE compliance,3,L1,3.4,13061,25620,LinkedIn,Stable
45AFB64A,Plumber,Construction,Nagpur,Hingna,pipe fitting; pressure testing; plumbing drawings,3,L1,4.6,12012,21833,Mahaswayam,Stable
3665C118,AC & Refrigeration Technician,HVAC,Mumbai,Andheri-MIDC,electrical troubleshooting; gas charging; refrigerant handling; VRF systems,4,L1,3.9,16645,31542,Company Website,Stable
BC97DD1F,EV Battery Assembly Technician,Electric Vehicles,Satara,Satara MIDC,spot welding; Li-ion cell handling; DC bus wiring; BMS calibration,4,L3,0.1,19748,34746,Indeed,Emerging
BE67FAAD,CNC/VMC Operator,Precision Engineering,Solapur,Chincholi,Fanuc CNC controls; tolerance measurement; G-code programming,4,L2,2.5,16390,33117,NCS Portal,Stable
F58EAC01,Plumber,Construction,Thane,Dombivli-MIDC,plumbing drawings; water treatment basics; sanitary installation; pipe fitting; pressure testing,3,L1,1.3,13850,24182,Mahaswayam,Stable
A8B83262,EV Battery Assembly Technician,Electric Vehicles,Nashik,Ambad,DC bus wiring; thermal management; BMS calibration; EV safety protocols; Li-ion cell handling; spot welding,4,L3,2.8,20526,37926,NCS Portal,Emerging
AD14D807,EV Battery Assembly Technician,Electric Vehicles,Raigad,Khopoli,BMS calibration; EV safety protocols; DC bus wiring,4,L1,2.5,18132,33786,apna.co,Emerging
7BA98963,Electrician (Industrial),Electrical,Palghar,Tarapur,PLC basics; earthing; electrical drawings; motor winding,3,L2,2.2,11909,23340,apna.co,Stable
2ED765B0,Plumber,Construction,Nanded,Nanded MIDC,water treatment basics; sanitary installation; pressure testing,3,L2,5.5,10123,19350,Indeed,Stable
F3A7B013,Welder (MIG/TIG/Arc),Engineering,Dhule,Dhule MIDC,MIG welding; TIG welding; weld inspection; PPE compliance; distortion control; SMAW,3,L1,6.3,12137,22256,apna.co,Stable
0AC360C6,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Pune,Chakan,FANUC/KUKA commissioning; pneumatic systems; servo motor calibration; robot teach pendant; PLC programming; safety PLCs,5,L2,1.4,29719,54543,NCS Portal,Emerging
CBD71DF3,AI-assisted Quality Inspector,Advanced Manufacturing,Pune,Ranjangaon,image annotation; Python/ML awareness; defect classification; computer vision basics,5,L2,3.9,30513,54975,LinkedIn,Emerging
05A7DA3B,Welder (MIG/TIG/Arc),Engineering,Palghar,Manor,SMAW; TIG welding; PPE compliance; distortion control,3,L1,7.1,12307,23296,NCS Portal,Stable
D457B297,Electrician (Industrial),Electrical,Aurangabad,Chikalthana,electrical drawings; panel wiring; PLC basics; motor winding,3,L2,2.0,13146,24839,Mahaswayam,Stable
5AB10F1F,AC & Refrigeration Technician,HVAC,Pune,Chakan,electrical troubleshooting; gas charging; refrigerant handling; BMS controls; AMC documentation; VRF systems,4,L1,2.4,16487,31263,LinkedIn,Stable
7D4A8510,AI-assisted Quality Inspector,Advanced Manufacturing,Aurangabad,Waluj,CMM operation; Python/ML awareness; SPC analysis; defect classification,5,L1,4.7,26344,48764,NCS Portal,Emerging
12222B2C,Welder (MIG/TIG/Arc),Engineering,Amravati,Amravati MIDC,distortion control; TIG welding; MIG welding,3,L2,0.5,12543,23216,LinkedIn,Stable
61E319D6,Stenographer / Shorthand Typist,Administration,Beed,Beed MIDC,filing systems; MS Word; Pitman shorthand; typing speed 60wpm,2,L1,0.4,7313,11405,Indeed,Declining
94AAE81D,AC & Refrigeration Technician,HVAC,Aurangabad,Waluj,BMS controls; AMC documentation; refrigerant handling; gas charging; VRF systems,4,L1,4.7,15793,28448,Company Website,Stable
8D3BB5CB,Fitter (Industrial),Engineering,Sangli,Miraj,surface finishing; assembly & fitting; blueprint reading; bench work,3,L1,0.8,12246,21314,Times Jobs,Stable
32F6CB19,EV Battery Assembly Technician,Electric Vehicles,Nashik,Satpur,thermal management; BMS calibration; DC bus wiring; Li-ion cell handling; spot welding; EV safety protocols,4,L3,2.9,21645,38587,Times Jobs,Emerging
DE2E7097,CNC/VMC Operator,Precision Engineering,Solapur,Chincholi,Fanuc CNC controls; quality inspection; tolerance measurement; tool offsets,4,L1,2.1,16321,35493,Indeed,Stable
73248EA6,Cold-Chain Logistics Coordinator,Logistics & Supply Chain,Nagpur,Butibori,reefer truck ops; inventory management; WMS software; FSSAI cold-chain norms,4,L2,0.6,16663,31911,Times Jobs,Emerging
524036E3,Plumber,Construction,Pune,Chakan,water treatment basics; sanitary installation; plumbing drawings; pressure testing; pipe fitting,3,L2,3.1,14066,24674,Naukri.com,Stable
0AB25F85,Fitter (Industrial),Engineering,Solapur,Chincholi,blueprint reading; measurement tools; bench work,3,L3,7.0,12744,24078,NCS Portal,Stable
A6B32011,Green Building Technician,Construction,Nagpur,Hingna,MEP coordination; rainwater harvesting; BIM awareness; EV charging infra; IGBC norms,4,L3,1.3,16660,31301,Naukri.com,Emerging
BED0833F,Turnerr / Machinist,Precision Engineering,Nashik,Satpur,lathe operation; coolant management; measurement tools; turning & facing,3,L3,2.5,13640,24026,LinkedIn,Stable
345CA165,Welder (MIG/TIG/Arc),Engineering,Mumbai,Andheri-MIDC,distortion control; PPE compliance; weld inspection; SMAW; TIG welding; MIG welding,3,L2,0.8,15363,28088,Naukri.com,Stable
8C7F4C67,Welder (MIG/TIG/Arc),Engineering,Latur,Latur MIDC,weld inspection; MIG welding; SMAW; PPE compliance; TIG welding; distortion control,3,L1,7.7,10694,20731,Mahaswayam,Stable
858F396D,Manual Draftsman (Drawing Board),Engineering,Nanded,Degloor,manual drawing board; T-square drafting; 2D blueprint reading; basic AutoCAD,3,L1,1.1,8185,12202,NCS Portal,Declining
6CC5CA51,Turnerr / Machinist,Precision Engineering,Nashik,Satpur,boring & drilling; turning & facing; lathe operation; measurement tools,3,L1,2.7,13109,23813,Indeed,Stable
8680FE4D,Plumber,Construction,Jalgaon,Jalgaon MIDC,sanitary installation; plumbing drawings; pressure testing; pipe fitting; water treatment basics,3,L2,2.0,11683,19552,Indeed,Stable
1ADED599,Industrial IoT Technician,Industry 4.0,Pune,Talegaon,sensor calibration; edge computing; OPC-UA; MQTT protocol; cloud dashboards,5,L2,3.6,30828,60668,Mahaswayam,Emerging
5C4264C9,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Nashik,Sinnar,FANUC/KUKA commissioning; PLC programming; servo motor calibration; safety PLCs; robot teach pendant; pneumatic systems,5,L2,4.0,27495,51026,Times Jobs,Emerging
A6098039,CNC/VMC Operator,Precision Engineering,Aurangabad,Shendra-AURIC,CAD/CAM basics; tolerance measurement; G-code programming; Fanuc CNC controls; quality inspection,4,L3,0.5,16472,33977,NCS Portal,Stable
695168CC,Turnerr / Machinist,Precision Engineering,Aurangabad,Chikalthana,turning & facing; coolant management; measurement tools,3,L3,3.0,13160,22787,LinkedIn,Stable
C229C91D,CNC/VMC Operator,Precision Engineering,Pune,Talegaon,quality inspection; Fanuc CNC controls; tolerance measurement; tool offsets,4,L2,2.1,19716,37797,Indeed,Stable
4871C315,Plumber,Construction,Sangli,Kupwad,plumbing drawings; pressure testing; pipe fitting,3,L3,2.2,11199,20954,apna.co,Stable
34BC3A75,Industrial IoT Technician,Industry 4.0,Sangli,Miraj,Python scripting; OPC-UA; edge computing,5,L2,3.1,24995,52127,LinkedIn,Emerging
2D324E5D,AI-assisted Quality Inspector,Advanced Manufacturing,Pune,Talegaon,computer vision basics; defect classification; SPC analysis; CMM operation,5,L2,3.0,30534,53087,Mahaswayam,Emerging
F936EAFB,Health & Safety Officer (Factory),Industrial Safety,Nashik,Ambad,statutory compliance; hazard identification; permit-to-work; MSDS interpretation; accident investigation,5,L1,7.7,23951,41035,Indeed,Stable
C4C29FD3,CNC/VMC Operator,Precision Engineering,Aurangabad,Shendra-AURIC,Fanuc CNC controls; CAD/CAM basics; tool offsets; G-code programming; quality inspection; tolerance measurement,4,L2,4.0,16676,34734,Naukri.com,Stable
EECE954E,Plumber,Construction,Pune,Chakan,pressure testing; sanitary installation; pipe fitting,3,L2,4.4,14084,25094,Mahaswayam,Stable
BBF99727,Welder (MIG/TIG/Arc),Engineering,Aurangabad,Waluj,weld inspection; PPE compliance; distortion control; MIG welding; TIG welding; SMAW,3,L2,0.8,13279,24664,Naukri.com,Stable
510B484F,Industrial IoT Technician,Industry 4.0,Thane,Dombivli-MIDC,edge computing; MQTT protocol; cloud dashboards; OPC-UA,5,L2,1.6,32046,59243,Naukri.com,Emerging
4257C23F,Fitter (Industrial),Engineering,Pune,Chakan,thread cutting; bench work; surface finishing,3,L1,5.5,15140,25442,Company Website,Stable
DF89BFA7,Cold-Chain Logistics Coordinator,Logistics & Supply Chain,Nagpur,Butibori,FSSAI cold-chain norms; temperature monitoring; reefer truck ops; WMS software,4,L2,2.5,16553,31552,Company Website,Emerging
4F4200AB,Fitter (Industrial),Engineering,Parbhani,Parbhani MIDC,thread cutting; bench work; measurement tools,3,L2,6.5,11539,19509,Times Jobs,Stable
AB72007B,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Solapur,Chincholi,pneumatic systems; FANUC/KUKA commissioning; safety PLCs; servo motor calibration; PLC programming,5,L1,1.8,25608,52676,Naukri.com,Emerging
91ED2D07,Industrial IoT Technician,Industry 4.0,Pune,Talegaon,cloud dashboards; Python scripting; MQTT protocol; edge computing; sensor calibration; OPC-UA,5,L1,1.1,30771,61811,Indeed,Emerging
FCCA6CD0,Plumber,Construction,Kolhapur,Gokul-Shirgaon,water treatment basics; pressure testing; sanitary installation; plumbing drawings; pipe fitting,3,L1,2.7,12356,21614,NCS Portal,Stable
42213F46,EV Battery Assembly Technician,Electric Vehicles,Palghar,Manor,DC bus wiring; Li-ion cell handling; EV safety protocols; spot welding; thermal management,4,L2,1.5,18836,34462,Times Jobs,Emerging
090CFE05,Health & Safety Officer (Factory),Industrial Safety,Nagpur,Butibori,permit-to-work; MSDS interpretation; fire drill coordination; statutory compliance; hazard identification,5,L1,5.2,23784,40892,Indeed,Stable
C69D5C52,Plumber,Construction,Nagpur,Butibori,pipe fitting; water treatment basics; pressure testing,3,L1,4.1,12741,22578,LinkedIn,Stable
A517D231,Electrician (Industrial),Electrical,Pune,Pimpri-Chinchwad,PLC basics; earthing; panel wiring,3,L2,3.4,15014,27846,Times Jobs,Stable
