iti_id,iti_name,district,industrial_cluster,tier,iti_type,course_name,sector,nsqf_level,duration_months,annual_intake_seats,placement_rate_pct,skills_taught,skills_gap,demand_alignment,mismatch_flag
ITI-MH-0027,Tata Strive Centre Andheri-MIDC,Mumbai,Andheri-MIDC,metro,Pvt,Offset Printing Technology,Printing,3,12,49,12.3,offset press operation; color registration; ink mixing; plate burning; bindery operations,digital printing (UV/DTF); pre-press DTP software; packaging design; flexographic printing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0028,NTTF Centre Thane-Wagle,Mumbai,Thane-Wagle,metro,Pvt,AC & Refrigeration Mechanic,HVAC,4,24,33,57.0,VRF systems; refrigerant handling; gas charging; electrical troubleshooting; BMS controls; AMC documentation,IoT-enabled HVAC monitoring; heat pump systems; cold-chain reefer servicing; LEED commissioning,Stable,BALANCED
ITI-MH-0028,NTTF Centre Thane-Wagle,Mumbai,Thane-Wagle,metro,Pvt,Industrial IoT Technician,Industry 4.0,5,12,16,79.8,MQTT protocol; OPC-UA; edge computing; sensor calibration; Python scripting; cloud dashboards,cybersecurity for OT networks; digital thread; 5G private network config; ML-based anomaly detection,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0029,KVK ITI Mumbai,Mumbai,BKC,metro,Pvt,Drone Pilot & UAV Maintenance,AgriTech,4,6,11,61.3,DGCA certification; flight planning; GPS calibration; payload operations; drone maintenance; geofencing,LiDAR data processing; multi-spectral imaging analysis; swarm drone coordination; FPV racing & repair,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0029,KVK ITI Mumbai,Mumbai,BKC,metro,Pvt,Robotics & Automation,Adv Manufacturing,5,12,15,64.1,PLC programming; servo motor calibration; robot teach pendant; pneumatic systems; FANUC/KUKA commissioning,collaborative robot (cobot) programming; digital twin simulation; safety PLC; vision-guided robotics; ROS basics,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0029,KVK ITI Mumbai,Mumbai,BKC,metro,Pvt,Industrial IoT Technician,Industry 4.0,5,12,17,86.6,MQTT protocol; OPC-UA; edge computing; sensor calibration; Python scripting; cloud dashboards,cybersecurity for OT networks; digital thread; 5G private network config; ML-based anomaly detection,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0029,KVK ITI Mumbai,Mumbai,BKC,metro,Govt,Plumber,Construction,3,12,23,45.6,pipe fitting; sanitary installation; plumbing drawings; water treatment basics; pressure testing,CPVC/HDPE piping; rainwater harvesting systems; fire suppression piping; BIM coordination,Stable,BALANCED
ITI-MH-0029,KVK ITI Mumbai,Mumbai,BKC,metro,Govt,Fitter,Engineering,3,24,89,58.3,bench work; assembly & fitting; measurement tools; blueprint reading; thread cutting; surface finishing,CNC fixture assembly; pneumatic systems; hydraulic fitting; 5S/lean manufacturing; digital measurement,Stable,BALANCED
ITI-MH-0030,Govt ITI Mumbai (Women),Mumbai,BKC,metro,Pvt,Robotics & Automation,Adv Manufacturing,5,12,15,81.9,PLC programming; servo motor calibration; robot teach pendant; pneumatic systems; FANUC/KUKA commissioning,collaborative robot (cobot) programming; digital twin simulation; safety PLC; vision-guided robotics; ROS basics,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0030,Govt ITI Mumbai (Women),Mumbai,BKC,metro,Pvt,Offset Printing Technology,Printing,3,12,38,11.8,offset press operation; color registration; ink mixing; plate burning; bindery operations,digital printing (UV/DTF); pre-press DTP software; packaging design; flexographic printing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0031,Lok Shikshan Sanstha ITI BKC,Mumbai,BKC,metro,Govt,Plumber,Construction,3,12,43,41.9,pipe fitting; sanitary installation; plumbing drawings; water treatment basics; pressure testing,CPVC/HDPE piping; rainwater harvesting systems; fire suppression piping; BIM coordination,Stable,BALANCED
ITI-MH-0031,Lok Shikshan Sanstha ITI BKC,Mumbai,BKC,metro,Govt,Fitter,Engineering,3,24,63,46.3,bench work; assembly & fitting; measurement tools; blueprint reading; thread cutting; surface finishing,CNC fixture assembly; pneumatic systems; hydraulic fitting; 5S/lean manufacturing; digital measurement,Stable,BALANCED
ITI-MH-0031,Lok Shikshan Sanstha ITI BKC,Mumbai,BKC,metro,Govt,Electrician,Electrical,3,24,58,51.9,panel wiring; earthing; motor winding; PLC basics; electrical drawings; safety regulations,VFD configuration; SCADA basics; smart metering; EV charging infra; solar grid interconnection,Stable,BALANCED
ITI-MH-0031,Lok Shikshan Sanstha ITI BKC,Mumbai,BKC,metro,Pvt,Green Building & Energy Audit,Construction,4,6,13,59.0,IGBC norms; MEP coordination; energy auditing basics; rainwater harvesting; BIM awareness; EV charging infra,ECBC compliance documentation; net-zero building modelling; green rating auditing; thermal comfort simulation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0031,Lok Shikshan Sanstha ITI BKC,Mumbai,BKC,metro,Govt,Textile Weaving / Loom,Textiles,3,12,40,13.2,power loom setup; warp/weft threading; shuttle changeover; quality grading; loom maintenance,jacquard CAD design; technical textiles; ERP-based production planning; e-commerce product listing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0032,Maharashtra Industrial Training Institute Andheri-MIDC,Mumbai,Andheri-MIDC,metro,Pvt,Industrial IoT Technician,Industry 4.0,5,12,15,67.3,MQTT protocol; OPC-UA; edge computing; sensor calibration; Python scripting; cloud dashboards,cybersecurity for OT networks; digital thread; 5G private network config; ML-based anomaly detection,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0032,Maharashtra Industrial Training Institute Andheri-MIDC,Mumbai,Andheri-MIDC,metro,Pvt,Robotics & Automation,Adv Manufacturing,5,12,10,78.6,PLC programming; servo motor calibration; robot teach pendant; pneumatic systems; FANUC/KUKA commissioning,collaborative robot (cobot) programming; digital twin simulation; safety PLC; vision-guided robotics; ROS basics,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0032,Maharashtra Industrial Training Institute Andheri-MIDC,Mumbai,Andheri-MIDC,metro,Pvt,Solar PV Technician,Renewable Energy,4,6,15,59.4,string inverter commissioning; rooftop module mounting; earthing & bonding; DC cabling; net metering,BESS integration; bifacial module handling; SCADA monitoring; drone-based O&M; agrivoltaic installation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0033,Shri Shivaji ITI BKC,Mumbai,BKC,metro,Govt,Data Entry & Office Automation,IT/BPO,2,12,39,12.8,MS Office; typing speed 40wpm; basic internet browsing; data formatting; tally basics,AI/ML awareness; RPA tools; cloud-based ERP; Python scripting; database querying,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0033,Shri Shivaji ITI BKC,Mumbai,BKC,metro,Govt,Shorthand & Stenography,Administration,2,12,59,8.4,Pitman shorthand; typing speed 60wpm; MS Word; filing systems; basic correspondence,digital transcription tools; voice-to-text software; calendar management; CRM usage,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0033,Shri Shivaji ITI BKC,Mumbai,BKC,metro,Pvt,AC & Refrigeration Mechanic,HVAC,4,24,22,46.0,VRF systems; refrigerant handling; gas charging; electrical troubleshooting; BMS controls; AMC documentation,IoT-enabled HVAC monitoring; heat pump systems; cold-chain reefer servicing; LEED commissioning,Stable,BALANCED
ITI-MH-0034,Maharashtra Industrial Training Institute Thane-Wagle,Mumbai,Thane-Wagle,metro,Pvt,Drone Pilot & UAV Maintenance,AgriTech,4,6,10,80.8,DGCA certification; flight planning; GPS calibration; payload operations; drone maintenance; geofencing,LiDAR data processing; multi-spectral imaging analysis; swarm drone coordination; FPV racing & repair,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0034,Maharashtra Industrial Training Institute Thane-Wagle,Mumbai,Thane-Wagle,metro,Govt,Turner / Machinist,Precision Engg,3,24,56,49.7,lathe operation; turning & facing; boring & drilling; measurement tools; coolant management,CNC turning centres; live tooling; precision grinding; CMM measurement; ISO 9001 documentation,Stable,BALANCED
ITI-MH-0034,Maharashtra Industrial Training Institute Thane-Wagle,Mumbai,Thane-Wagle,metro,Pvt,Green Building & Energy Audit,Construction,4,6,12,63.4,IGBC norms; MEP coordination; energy auditing basics; rainwater harvesting; BIM awareness; EV charging infra,ECBC compliance documentation; net-zero building modelling; green rating auditing; thermal comfort simulation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0034,Maharashtra Industrial Training Institute Thane-Wagle,Mumbai,Thane-Wagle,metro,Govt,Welder,Engineering,3,12,68,42.8,MIG welding; TIG welding; SMAW; weld inspection; distortion control; PPE compliance,underwater welding; robotic welding cell operation; NDT basics; structural welding codes; aluminium TIG,Stable,BALANCED
ITI-MH-0034,Maharashtra Industrial Training Institute Thane-Wagle,Mumbai,Thane-Wagle,metro,Govt,Draughtsman (Civil/Mechanical),Engineering,3,24,61,19.8,manual drawing board; T-square drafting; 2D blueprint reading; basic AutoCAD; orthographic projection,3D CAD modelling (SolidWorks/CATIA); BIM software; parametric design; GD&T; simulation basics,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0035,Govt ITI Mumbai (Women),Mumbai,Thane-Wagle,metro,Pvt,Cold-Chain & Logistics,Logistics,4,6,21,71.1,temperature monitoring; reefer truck ops; FSSAI cold-chain norms; inventory management; WMS software,blockchain-based traceability; EV reefer vehicle ops; predictive maintenance for cold rooms; last-mile route AI,Emerging,BALANCED
ITI-MH-0036,Govt ITI Mumbai,Mumbai,Thane-Wagle,metro,Govt,Turner / Machinist,Precision Engg,3,24,72,53.2,lathe operation; turning & facing; boring & drilling; measurement tools; coolant management,CNC turning centres; live tooling; precision grinding; CMM measurement; ISO 9001 documentation,Stable,BALANCED
ITI-MH-0036,Govt ITI Mumbai,Mumbai,Thane-Wagle,metro,Govt,Data Entry & Office Automation,IT/BPO,2,12,60,19.3,MS Office; typing speed 40wpm; basic internet browsing; data formatting; tally basics,AI/ML awareness; RPA tools; cloud-based ERP; Python scripting; database querying,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0036,Govt ITI Mumbai,Mumbai,Thane-Wagle,metro,Govt,Fitter,Engineering,3,24,103,46.8,bench work; assembly & fitting; measurement tools; blueprint reading; thread cutting; surface finishing,CNC fixture assembly; pneumatic systems; hydraulic fitting; 5S/lean manufacturing; digital measurement,Stable,BALANCED
ITI-MH-0036,Govt ITI Mumbai,Mumbai,Thane-Wagle,metro,Pvt,Solar PV Technician,Renewable Energy,4,6,31,64.2,string inverter commissioning; rooftop module mounting; earthing & bonding; DC cabling; net metering,BESS integration; bifacial module handling; SCADA monitoring; drone-based O&M; agrivoltaic installation,Emerging,BALANCED
ITI-MH-0036,Govt ITI Mumbai,Mumbai,Thane-Wagle,metro,Pvt,CNC/VMC Operator,Precision Engg,4,12,31,62.6,G-code programming; Fanuc CNC controls; tool offsets; quality inspection; CAD/CAM basics; tolerance measurement,5-axis machining; Mastercam post-processing; in-process gauging; robotic tending; digital twin simulation,Stable,BALANCED
ITI-MH-0037,Progressive Polytechnic & ITI Murbad,Thane,Murbad,metro,Pvt,Cold-Chain & Logistics,Logistics,4,6,18,52.5,temperature monitoring; reefer truck ops; FSSAI cold-chain norms; inventory management; WMS software,blockchain-based traceability; EV reefer vehicle ops; predictive maintenance for cold rooms; last-mile route AI,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0038,Govt ITI Thane,Thane,Bhiwandi,metro,Govt,Data Entry & Office Automation,IT/BPO,2,12,80,10.2,MS Office; typing speed 40wpm; basic internet browsing; data formatting; tally basics,AI/ML awareness; RPA tools; cloud-based ERP; Python scripting; database querying,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0039,MSBTE Affiliated ITI Thane,Thane,Murbad,metro,Pvt,Solar PV Technician,Renewable Energy,4,6,29,55.2,string inverter commissioning; rooftop module mounting; earthing & bonding; DC cabling; net metering,BESS integration; bifacial module handling; SCADA monitoring; drone-based O&M; agrivoltaic installation,Emerging,BALANCED
ITI-MH-0039,MSBTE Affiliated ITI Thane,Thane,Murbad,metro,Pvt,Industrial IoT Technician,Industry 4.0,5,12,11,72.3,MQTT protocol; OPC-UA; edge computing; sensor calibration; Python scripting; cloud dashboards,cybersecurity for OT networks; digital thread; 5G private network config; ML-based anomaly detection,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0039,MSBTE Affiliated ITI Thane,Thane,Murbad,metro,Govt,Fitter,Engineering,3,24,40,44.0,bench work; assembly & fitting; measurement tools; blueprint reading; thread cutting; surface finishing,CNC fixture assembly; pneumatic systems; hydraulic fitting; 5S/lean manufacturing; digital measurement,Stable,BALANCED
ITI-MH-0039,MSBTE Affiliated ITI Thane,Thane,Murbad,metro,Pvt,Green Building & Energy Audit,Construction,4,6,9,76.9,IGBC norms; MEP coordination; energy auditing basics; rainwater harvesting; BIM awareness; EV charging infra,ECBC compliance documentation; net-zero building modelling; green rating auditing; thermal comfort simulation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0039,MSBTE Affiliated ITI Thane,Thane,Murbad,metro,Pvt,Offset Printing Technology,Printing,3,12,34,14.0,offset press operation; color registration; ink mixing; plate burning; bindery operations,digital printing (UV/DTF); pre-press DTP software; packaging design; flexographic printing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0040,NTTF Centre Bhiwandi,Thane,Bhiwandi,metro,Govt,Shorthand & Stenography,Administration,2,12,40,6.5,Pitman shorthand; typing speed 60wpm; MS Word; filing systems; basic correspondence,digital transcription tools; voice-to-text software; calendar management; CRM usage,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0040,NTTF Centre Bhiwandi,Thane,Bhiwandi,metro,Pvt,Industrial IoT Technician,Industry 4.0,5,12,6,80.0,MQTT protocol; OPC-UA; edge computing; sensor calibration; Python scripting; cloud dashboards,cybersecurity for OT networks; digital thread; 5G private network config; ML-based anomaly detection,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0040,NTTF Centre Bhiwandi,Thane,Bhiwandi,metro,Govt,Data Entry & Office Automation,IT/BPO,2,12,36,18.3,MS Office; typing speed 40wpm; basic internet browsing; data formatting; tally basics,AI/ML awareness; RPA tools; cloud-based ERP; Python scripting; database querying,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0040,NTTF Centre Bhiwandi,Thane,Bhiwandi,metro,Pvt,Green Building & Energy Audit,Construction,4,6,9,53.6,IGBC norms; MEP coordination; energy auditing basics; rainwater harvesting; BIM awareness; EV charging infra,ECBC compliance documentation; net-zero building modelling; green rating auditing; thermal comfort simulation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0040,NTTF Centre Bhiwandi,Thane,Bhiwandi,metro,Govt,Textile Weaving / Loom,Textiles,3,12,52,16.5,power loom setup; warp/weft threading; shuttle changeover; quality grading; loom maintenance,jacquard CAD design; technical textiles; ERP-based production planning; e-commerce product listing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0041,JSW Skills ITI Murbad,Thane,Murbad,metro,Pvt,Robotics & Automation,Adv Manufacturing,5,12,16,64.0,PLC programming; servo motor calibration; robot teach pendant; pneumatic systems; FANUC/KUKA commissioning,collaborative robot (cobot) programming; digital twin simulation; safety PLC; vision-guided robotics; ROS basics,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0041,JSW Skills ITI Murbad,Thane,Murbad,metro,Pvt,Offset Printing Technology,Printing,3,12,46,10.0,offset press operation; color registration; ink mixing; plate burning; bindery operations,digital printing (UV/DTF); pre-press DTP software; packaging design; flexographic printing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0041,JSW Skills ITI Murbad,Thane,Murbad,metro,Pvt,Industrial IoT Technician,Industry 4.0,5,12,19,64.4,MQTT protocol; OPC-UA; edge computing; sensor calibration; Python scripting; cloud dashboards,cybersecurity for OT networks; digital thread; 5G private network config; ML-based anomaly detection,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0041,JSW Skills ITI Murbad,Thane,Murbad,metro,Govt,Electrician,Electrical,3,24,72,50.4,panel wiring; earthing; motor winding; PLC basics; electrical drawings; safety regulations,VFD configuration; SCADA basics; smart metering; EV charging infra; solar grid interconnection,Stable,BALANCED
ITI-MH-0041,JSW Skills ITI Murbad,Thane,Murbad,metro,Pvt,Drone Pilot & UAV Maintenance,AgriTech,4,6,16,73.6,DGCA certification; flight planning; GPS calibration; payload operations; drone maintenance; geofencing,LiDAR data processing; multi-spectral imaging analysis; swarm drone coordination; FPV racing & repair,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0042,JSW Skills ITI Murbad,Thane,Murbad,metro,Pvt,AI-Quality Inspection Tech,Adv Manufacturing,5,12,11,67.4,computer vision basics; image annotation; CMM operation; SPC analysis; defect classification; Python/ML awareness,model retraining pipelines; edge AI deployment; generative AI for test data; ISO 17025 lab accreditation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0042,JSW Skills ITI Murbad,Thane,Murbad,metro,Pvt,CNC/VMC Operator,Precision Engg,4,12,50,69.6,G-code programming; Fanuc CNC controls; tool offsets; quality inspection; CAD/CAM basics; tolerance measurement,5-axis machining; Mastercam post-processing; in-process gauging; robotic tending; digital twin simulation,Stable,BALANCED
ITI-MH-0042,JSW Skills ITI Murbad,Thane,Murbad,metro,Pvt,Cold-Chain & Logistics,Logistics,4,6,14,58.5,temperature monitoring; reefer truck ops; FSSAI cold-chain norms; inventory management; WMS software,blockchain-based traceability; EV reefer vehicle ops; predictive maintenance for cold rooms; last-mile route AI,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0042,JSW Skills ITI Murbad,Thane,Murbad,metro,Govt,Electrician,Electrical,3,24,69,52.8,panel wiring; earthing; motor winding; PLC basics; electrical drawings; safety regulations,VFD configuration; SCADA basics; smart metering; EV charging infra; solar grid interconnection,Stable,BALANCED
ITI-MH-0042,JSW Skills ITI Murbad,Thane,Murbad,metro,Govt,Shorthand & Stenography,Administration,2,12,50,11.3,Pitman shorthand; typing speed 60wpm; MS Word; filing systems; basic correspondence,digital transcription tools; voice-to-text software; calendar management; CRM usage,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0043,Bharat ITI Thane,Thane,Dombivli-MIDC,metro,Pvt,Green Building & Energy Audit,Construction,4,6,14,73.1,IGBC norms; MEP coordination; energy auditing basics; rainwater harvesting; BIM awareness; EV charging infra,ECBC compliance documentation; net-zero building modelling; green rating auditing; thermal comfort simulation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0043,Bharat ITI Thane,Thane,Dombivli-MIDC,metro,Govt,Data Entry & Office Automation,IT/BPO,2,12,77,21.6,MS Office; typing speed 40wpm; basic internet browsing; data formatting; tally basics,AI/ML awareness; RPA tools; cloud-based ERP; Python scripting; database querying,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0044,Skill India Hub ITI Thane,Thane,Bhiwandi,metro,Pvt,Cold-Chain & Logistics,Logistics,4,6,15,69.2,temperature monitoring; reefer truck ops; FSSAI cold-chain norms; inventory management; WMS software,blockchain-based traceability; EV reefer vehicle ops; predictive maintenance for cold rooms; last-mile route AI,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0044,Skill India Hub ITI Thane,Thane,Bhiwandi,metro,Govt,Textile Weaving / Loom,Textiles,3,12,48,14.5,power loom setup; warp/weft threading; shuttle changeover; quality grading; loom maintenance,jacquard CAD design; technical textiles; ERP-based production planning; e-commerce product listing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0045,Shri Shivaji ITI Dombivli-MIDC,Thane,Dombivli-MIDC,metro,Govt,Plumber,Construction,3,12,35,30.1,pipe fitting; sanitary installation; plumbing drawings; water treatment basics; pressure testing,CPVC/HDPE piping; rainwater harvesting systems; fire suppression piping; BIM coordination,Stable,BALANCED
ITI-MH-0045,Shri Shivaji ITI Dombivli-MIDC,Thane,Dombivli-MIDC,metro,Govt,Fitter,Engineering,3,24,77,48.0,bench work; assembly & fitting; measurement tools; blueprint reading; thread cutting; surface finishing,CNC fixture assembly; pneumatic systems; hydraulic fitting; 5S/lean manufacturing; digital measurement,Stable,BALANCED
ITI-MH-0045,Shri Shivaji ITI Dombivli-MIDC,Thane,Dombivli-MIDC,metro,Govt,Textile Weaving / Loom,Textiles,3,12,36,16.2,power loom setup; warp/weft threading; shuttle changeover; quality grading; loom maintenance,jacquard CAD design; technical textiles; ERP-based production planning; e-commerce product listing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0045,Shri Shivaji ITI Dombivli-MIDC,Thane,Dombivli-MIDC,metro,Pvt,AC & Refrigeration Mechanic,HVAC,4,24,48,52.6,VRF systems; refrigerant handling; gas charging; electrical troubleshooting; BMS controls; AMC documentation,IoT-enabled HVAC monitoring; heat pump systems; cold-chain reefer servicing; LEED commissioning,Stable,BALANCED
ITI-MH-0046,Progressive Polytechnic & ITI Bhiwandi,Thane,Bhiwandi,metro,Govt,Welder,Engineering,3,12,73,55.1,MIG welding; TIG welding; SMAW; weld inspection; distortion control; PPE compliance,underwater welding; robotic welding cell operation; NDT basics; structural welding codes; aluminium TIG,Stable,BALANCED
ITI-MH-0046,Progressive Polytechnic & ITI Bhiwandi,Thane,Bhiwandi,metro,Govt,Turner / Machinist,Precision Engg,3,24,58,55.5,lathe operation; turning & facing; boring & drilling; measurement tools; coolant management,CNC turning centres; live tooling; precision grinding; CMM measurement; ISO 9001 documentation,Stable,BALANCED
ITI-MH-0047,Shri Shivaji ITI Murbad,Thane,Murbad,metro,Govt,Welder,Engineering,3,12,84,61.6,MIG welding; TIG welding; SMAW; weld inspection; distortion control; PPE compliance,underwater welding; robotic welding cell operation; NDT basics; structural welding codes; aluminium TIG,Stable,BALANCED
ITI-MH-0047,Shri Shivaji ITI Murbad,Thane,Murbad,metro,Pvt,Offset Printing Technology,Printing,3,12,32,15.8,offset press operation; color registration; ink mixing; plate burning; bindery operations,digital printing (UV/DTF); pre-press DTP software; packaging design; flexographic printing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0048,Tata Strive Centre Bhiwandi,Thane,Bhiwandi,metro,Govt,Draughtsman (Civil/Mechanical),Engineering,3,24,67,19.4,manual drawing board; T-square drafting; 2D blueprint reading; basic AutoCAD; orthographic projection,3D CAD modelling (SolidWorks/CATIA); BIM software; parametric design; GD&T; simulation basics,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0048,Tata Strive Centre Bhiwandi,Thane,Bhiwandi,metro,Govt,Electrician,Electrical,3,24,52,59.6,panel wiring; earthing; motor winding; PLC basics; electrical drawings; safety regulations,VFD configuration; SCADA basics; smart metering; EV charging infra; solar grid interconnection,Stable,BALANCED
ITI-MH-0048,Tata Strive Centre Bhiwandi,Thane,Bhiwandi,metro,Pvt,AI-Quality Inspection Tech,Adv Manufacturing,5,12,7,83.0,computer vision basics; image annotation; CMM operation; SPC analysis; defect classification; Python/ML awareness,model retraining pipelines; edge AI deployment; generative AI for test data; ISO 17025 lab accreditation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0049,Seva Sahayak ITI Murbad,Thane,Murbad,metro,Govt,Draughtsman (Civil/Mechanical),Engineering,3,24,96,17.6,manual drawing board; T-square drafting; 2D blueprint reading; basic AutoCAD; orthographic projection,3D CAD modelling (SolidWorks/CATIA); BIM software; parametric design; GD&T; simulation basics,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0049,Seva Sahayak ITI Murbad,Thane,Murbad,metro,Govt,Shorthand & Stenography,Administration,2,12,29,15.5,Pitman shorthand; typing speed 60wpm; MS Word; filing systems; basic correspondence,digital transcription tools; voice-to-text software; calendar management; CRM usage,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0049,Seva Sahayak ITI Murbad,Thane,Murbad,metro,Pvt,Solar PV Technician,Renewable Energy,4,6,23,52.5,string inverter commissioning; rooftop module mounting; earthing & bonding; DC cabling; net metering,BESS integration; bifacial module handling; SCADA monitoring; drone-based O&M; agrivoltaic installation,Emerging,BALANCED
ITI-MH-0050,KVK ITI Thane,Thane,Dombivli-MIDC,metro,Govt,Turner / Machinist,Precision Engg,3,24,35,37.5,lathe operation; turning & facing; boring & drilling; measurement tools; coolant management,CNC turning centres; live tooling; precision grinding; CMM measurement; ISO 9001 documentation,Stable,BALANCED
ITI-MH-0051,Maharashtra Industrial Training Institute Murbad,Thane,Murbad,metro,Govt,Turner / Machinist,Precision Engg,3,24,60,49.8,lathe operation; turning & facing; boring & drilling; measurement tools; coolant management,CNC turning centres; live tooling; precision grinding; CMM measurement; ISO 9001 documentation,Stable,BALANCED
ITI-MH-0051,Maharashtra Industrial Training Institute Murbad,Thane,Murbad,metro,Pvt,AC & Refrigeration Mechanic,HVAC,4,24,46,57.7,VRF systems; refrigerant handling; gas charging; electrical troubleshooting; BMS controls; AMC documentation,IoT-enabled HVAC monitoring; heat pump systems; cold-chain reefer servicing; LEED commissioning,Stable,BALANCED
ITI-MH-0052,Govt ITI Thane,Thane,Bhiwandi,metro,Pvt,Robotics & Automation,Adv Manufacturing,5,12,9,87.5,PLC programming; servo motor calibration; robot teach pendant; pneumatic systems; FANUC/KUKA commissioning,collaborative robot (cobot) programming; digital twin simulation; safety PLC; vision-guided robotics; ROS basics,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0052,Govt ITI Thane,Thane,Bhiwandi,metro,Govt,Textile Weaving / Loom,Textiles,3,12,68,10.1,power loom setup; warp/weft threading; shuttle changeover; quality grading; loom maintenance,jacquard CAD design; technical textiles; ERP-based production planning; e-commerce product listing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0053,MSBTE Affiliated ITI Nashik,Nashik,Satpur,tier2,Pvt,Green Building & Energy Audit,Construction,4,6,12,66.5,IGBC norms; MEP coordination; energy auditing basics; rainwater harvesting; BIM awareness; EV charging infra,ECBC compliance documentation; net-zero building modelling; green rating auditing; thermal comfort simulation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0053,MSBTE Affiliated ITI Nashik,Nashik,Satpur,tier2,Govt,Turner / Machinist,Precision Engg,3,24,53,44.9,lathe operation; turning & facing; boring & drilling; measurement tools; coolant management,CNC turning centres; live tooling; precision grinding; CMM measurement; ISO 9001 documentation,Stable,BALANCED
ITI-MH-0054,Rayat Shikshan Sanstha ITI Nashik,Nashik,Satpur,tier2,Govt,Electrician,Electrical,3,24,97,57.2,panel wiring; earthing; motor winding; PLC basics; electrical drawings; safety regulations,VFD configuration; SCADA basics; smart metering; EV charging infra; solar grid interconnection,Stable,BALANCED
ITI-MH-0054,Rayat Shikshan Sanstha ITI Nashik,Nashik,Satpur,tier2,Pvt,AC & Refrigeration Mechanic,HVAC,4,24,34,49.6,VRF systems; refrigerant handling; gas charging; electrical troubleshooting; BMS controls; AMC documentation,IoT-enabled HVAC monitoring; heat pump systems; cold-chain reefer servicing; LEED commissioning,Stable,BALANCED
ITI-MH-0054,Rayat Shikshan Sanstha ITI Nashik,Nashik,Satpur,tier2,Govt,Shorthand & Stenography,Administration,2,12,21,7.5,Pitman shorthand; typing speed 60wpm; MS Word; filing systems; basic correspondence,digital transcription tools; voice-to-text software; calendar management; CRM usage,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0054,Rayat Shikshan Sanstha ITI Nashik,Nashik,Satpur,tier2,Govt,Textile Weaving / Loom,Textiles,3,12,45,10.5,power loom setup; warp/weft threading; shuttle changeover; quality grading; loom maintenance,jacquard CAD design; technical textiles; ERP-based production planning; e-commerce product listing,Declining,OVERSUPPLY_LOW_PLACEMENT
